,Text,Ratio,Length
2374,units will 1 LEE DE FOREST the Now R td the audion a radio voice of thi e of importance and other ried to Pr sea aboard numix r of ag of thp great New York radio been earrir t Jefferson where a tract success T s has been acquired has an nltely that tloal and economic significance ephone ser familiar with wireless to countries recent address of Edward J rj nt of the Radio Corporation of New Lie 1 iwn that at Nauen Germany aux France are two of the Through s in the world New York from panics and ver will be in an entirely General HI a direct focal point of the is being c gence As soon as the station nection tin mmodiate message service wti engineer ol with France and Germany to derson see le existing commercial circuits mission es Racing Prw ld 0 i llngton am in Circles on a Pon l pogl lb e hy r radio from this station will Tt does n luenos Aires and other points of the ori rica and ether wave messages upon whirl Ing from Poland Sweden and lured hy tl d other European countries powerful ol lies which race In circles over Brunswick n a stone is dropped In the voice rurrc ctro magnetic waves from this nbles the mon encompass practically the over land i I Alex lant which dwarfs all existing strong Ml Ions Into insignificance for a of heavy p f It will have the range and on having alent to the stations In the through wh the ether of aerial construction being stations it an entirely new departure are each a ral power house six spans of which are ill radiate out In a star pattern Jefferson if of more than a mile from the length tvfrr of thl Vniflrr nnfchtiT Amnnor t,0.842443729903537,311
171,1 1920 Garden Wil Club Will i Boxing Law Gov Morrow Makes McMillan a Colonel Nov At a j banquet here given by tire Dunvillo Chamber of Commerce to the Centre College football squad Gov Edwin Morrow the principal speaker announced tliat he had made Bo McMillan Centre famous quarterback a Gvloncl on his staff s preparing for the bout between Erankie Jerome and Jack Tracey which I is to be hold Saturday night This little follow Jerome has a great following in the Bronx said McArdle and his friends are bettir that he will beat Tracey The latter has plenty of backers and it seems to be an even mon proposition However It is 1,0.9310344827586208,116
972,Nov Jhe Republican National Committee FDent in the recent Presidential campaign according to the report filed by Fred ITpham treasurer with the Secretary of State The receipts as set forth In the statement were 314 leaving a deficit of 116 Individual contributions were limited to each and the amounts subscribed to the campaign fund range from the maximum flown as low as 10 cents The name of each contributor appears in the statement which comprises three bulky bound documents printed on thJn typewriter paper In addition to the individual subscriptions the national ommittee reported that the various State committees had raised arid had expended the same amount Kach volume of the report covers a specified period of time The first volume shows receipts of and expenditures of between June 14 and October 18 From October 18 to October 24 according to the second vnliimo th rerellits Were,0.9387755102040816,147
993,UESDAY NOVEMBER which had come to hlni but he gave no j intimation a to the source or character of the Information Much of the Socialist antagonism Is directed against tsaao Siegel attorney of 57 Chambers street and Republican Representative from the Twentieth district in Manhattan and it has to do with Slegel activities as a member of the Congressional Committee on Immigration which spurred the deportation of large numbers of Red radicals i last winter Hitter Against Slegel His district whijh is on the upper East Side has been besieged by pathizers of deportees and trucks tilled women In red waists have been drawn up in front of the Democratic and Republican clubs of his district on meet ng nights so that occupants might shout their radical attacks upon him Morris Hiliqult is his opjionent although,0.9197080291970804,137
410,is charged that Captain Wry and v Ihief Eng Bowman were each paid j 500 to affix their signatures to the bills t blank c Captain Wry Chief Bowman and y fanklneon have confessed according to t ho Federal officials All are at liberty n ball j j RAILWAY OFFERING t Tho offering of franca of onds of the Midi Hallway of France 1 earing a 6 per cent coupon will be e iado by the banking syndicate headed 1 y Iselin A at 65 a franc ond J Business Troubles J PETITIONS IN BANKRUPTCY t The following petitions in bankruptcy were t lied Tuesday in the United States District r ourt I J Involuntary petition against Benjamin c and Jacob Begllkter trading as C A Beglikter furs and skins 145 West t street In behalf of William roscman who claims I labilities nd assets not given Silver Moskowltx c re attorneys for the petitioner 1 1 Voluntary petition by Louis Felgenbaum alst cutter of Wllkens avenue Bronx ho places his liabilities at nil 1 ccured claims and assets at property i reversion Julius Tobias la attorney or the bankrupt SCHEDULES IN BANKRUPTCY The following schedules In bankruptcy j ere filed Tuesday In the United States rlct Court Schedules of William Schramm against rhoni n petition was filed October 18 how liabilities of all unsecured lalms and assets of of which 9 property In reversion remainder rust Ac Samuel Sculnlck Is attorney for he bankrupt KK BUYERS IN BANKRUPTCY The following receivers In bankruptcy were Pvolnted Tuesday In tho United States I rlct Court j I Judge Julian Mack appointed Lawrence I levenson temporary receive for the Canton I ilk Mill silks 432 Fourth avenue with bond of ASSIGNMENT Lerner A lleglikter traders In raw furs at 45 West streot Tuesday i signed for the benefit of creditors to Harry The partners are Benjamin and Jacob Begllkter JUDGMENTS FILED MANHATTAN The following Judgments were filed ay the first name being that of tho ebtor Lshbrooke John Chandler A Inc 6 iprll Herman April tt,0.8982558139534884,344
118,TRY FOR TITLES Spirited Bouts for Championships at Madison Square Garden The annual amateur boxing championships of the Metropolitan Association of the A took place at Madison Square Garden last night and although the bouts were only preliminary a crowd of qibout persons among whom were a number of women paid admission to the building In tho way of both interest and amusement the main bout of the night was in the semifinals of the heavyweight class Gordon Munc a New Jersey Giant who wore tho colors of the Pastime and John Holti of the National Turn Vereln Tho crowd wanted to see the big fellows in action and every wallop and miss was applauded From the start both flung what science they possessed to the winds and went at each other with sledge hammer swings Holti landing a few on the Jersey giant Munce won with a knockdown in the first round In the second bout of this class the rowd went frantic when Charles Caro f the Bartholomew and Magioss Larson of the Norwegian Turn Society squared off Larson rushed Caro ike a mad bull and hit his opponent everywhere Sometimes landing on the Jack of the neck on the top of the lead and often on the back After the jair settled a bit and when Larson got jumped out of wind Caro jabbed his nan repeatedly in the mouth In the second round Caro fell but t e bout was ontlnued until the end or the third round when Caro floored the Norwegian ind the bell saved him from a knock,0.9320754716981132,265
1545,No large places except Baltimore are I encountered on this entire trip from Philadelphia to Washington and good time may be made throughout ordinarily of a day la ample allowance There are however more and steeper grades on this route than 1 one might expect requiring some gear shifting In unexpected places but long stretch 0f concrete now make up probably of the entire route crs as completed hy the office of F arm Management and Varm Economics showed that the farms which wore operated Were of all sizes and types and that motor trucks wore of all sizes from ton up to five tons The rated capacity of very few of the trucks was greater than two tons however and nearly half of the trucks were of one ton size Silent Chains Silent chains that are now so much used for camshaft and electrical unit drive should be treated xnctly as If they were sets of bearings Each joining stud and rivet of the should be regarded as a bear ng Is and must above all be given systematic and careful lubrication Chains that run in the open need oil treatment once a day The oil should be put on the inside as tWs Is the part that cdmes in direct eontact with the sprockets An oil brush is the most convenient method of distributing the oil along the surface of the chain,0.9615384615384616,234
553,Half a million of this amount wan In bonds destined from fan Isco to Chicago Fifty thousand was In cash Sixty thousand dollars In bank j t ides was goln from Portland i to Chicago This half million In bonds j I has not before figured In the estimated loss ami Is entirely separate and apart 1 from the 1 In bonds whlrh were I burned Admissions aliened have been made late last night by Fred Polfonberger resulted In the arrest of Poffenherger father Fred FofTenberger i ami his brother Clyde Seven thousand dollars In currency which Clyde Is alleged to have admitted lie had received from his brother Fred was found In ajt outhouse the officials let lured Another thousand whs found 1 hurb I In i cornfield near the home of the elder Poffenbcrgt ARNSTEIN TRIAL WAITS ON JUDGES HEALTH Conspiracy Case May Begin in Washington WashtnoTOK Nov Whether the trial of Nicky Arnsteln on oharges of conspiracy In the Igind thefts would begin In the District t f Columbia Supremo Court depended on the health of Justice Mould who has been absent from the Bench for several days It was believed certain however that Arnsteln V ho w l dic ed b M a 1 re last spring charged with eonsplrlng to bring stolen securities Into the District would he brought to trial some time this i week r l I th bord rebbery who also were named In the i lid I intent Including three Washington m will 1 brought 4 trial with Arn StHn J i,0.9080459770114944,261
631,one The police force was busily enraged rounding up men suspected of having played to part In night conspiracy of Incendiarism The guards In the affected parts of the city have been strengthened1 and the situation to day appeared to be well in hand The police are working under a tremendous strain owing to the Influx of desperadoes some of whom are said to he American gun men whose exact mission not known hut whose presence the police believe has an obvious explanation The entire police force Is exerting the greatest activity in an ef fort to prevent a recurrence of the fires and possible attempts at assassinations The damage to property In Saturday fires will total hundreds of thousands of pounds IRISH WOMEN DROP RAGS FOR RICH FURS Receive Loot After Raids,0.9849624060150376,133
1240,raw YORK HERALD J Aeolian Hall Damrosch will conduct the first of four symphony concerts for children The National Symphony Orchestra at Carnegie Hall and on Tuesday afternoon with Miss Matilda Locus as the soloist will give this programme Beethoven eytnphony No 8 SaintSaens piano concerto Q minor and Francisco Maltplero Impresslonl del Vero series No 2 The programme for the society fourth pair of concerts next and Sunday evening November 7 Is Schumann symphony No 4 Bloch suite with viola obbllgato Tschalkowsky Romeo and Juliet Soloist Ballly After a year absence from the concert stage Efrem Zlmballst will give a violin recital In Carnegie Hall this afternoon The programme Concerto A Mozart Chaconnp for violin alone Bach Andante Cantablle TschalkowskyAuer Jottn Navarre fiarasate and Carmen Fantasy Mile Margot de Blanck a Cuban,0.8721804511278195,133
57,ca make money like a steel corp oration or a railroad or a business house I Cither It must pay off the debt by raising more revenues taxing the pubi lie mote heavily or It must tnko the revenues It has an 1 Instead of hit them in other ways use them to j clear the If the Culled States Government does not thus g l Itself nit of debt by the practice of economies Instead of with heavier I levies of taxes the American public will be forked from the frying pant into the lire When the Government its debt it mnkep a double saving for itself and makes it double saving for the pub Itc The Government saves doubly I I because every time it slices something j off the principal it lessens the amount i of Interest It lias to pay on the malnlug principal ami again because us the Government debt grows less the Government credit grows stronger As the Government credit j 1 grows stronger It can borrow at a hover interest rate for refunding and I other purposes I The jwople save doubly because less money is taken out of them In i direct tuxes paid into the Treasury uM again because leer money Is taken I of them Indirectly by high living costs which result from high taxes The Government sreruliiiars the,0.960698689956332,229
99,Fptrtal to This Anvapoms Oct Keenly i pointed by the defeat received last i urday from North Carolina State the Naval Academy football coaches mill make a tremendous effort to brace the team for the coming series against Lafayette Tbiekneii and Princeton on successive Saturdays A dosen strong line men will be addition to the tomorrow most of them members of the Dlymple crew which has Just returned to the United States Amontt the additions are Kins and Moore regular tackle and guard of last season Sanborn substitute centre VVItkfe the 215 pound wrestler Mlrson heavyweight boser Nlemey Bolles Frawiey ftowland Renard i flallsgher tVallace and Rlchnrda all tubstlttite linemen last season and weighing from 130 to 105 rounds nig fforts will be made to Improve the ends and get more speed and dash In the hack field niti dr MttPiRin cLRVRIiANn irt than one hundred competitors Ore here renity Id icgln Play to morrow morning over tie Mayflet link tn the qualifying I if the annul women golf iliamplonshlp of America thirtv two oWSii scores for elghtuen of medal play will qualify for tne Pip natches beglnnlne Tuesday Although the fatluro of Miss Cecil T cltcl lie British champion to enter In amnM nce with earth r reports deprives the lournament of an International a pect the rtelit Is thoroughly representative of the rolRttg quality of the nation,0.8034934497816594,229
796,consider the biff chip versus submarine controversy The probability that no permanent solution of the problem will be reached however is indicated in the column after column of letters from officers of the British Navy and other naval experts which tlie London Times prints daily They aro almost equally divided with Sir Percy Scott picturesquely leading the submarine advocates and asking What Is a battle ship for now He 1 asserts that every harbor in which a battle ship hides us hide it must must liavo an armored roof against enemy air craft To every assertion that battle ships are being built to resist torpedo attaeks the question is put Can you build them to resist a torpedo loaded with a ton of TNT The speech by Josephus Daniels Secretary of the Navy in Washington on the attiudo of the United States in connection with a naval building programme was prominently featured by all the newspapers here Meanwhile the keenest interest is being manifested j ing what Harding position will j bo when he becomes President There is no doubt that Great Britain would j welcome a live year naval building vacation and there are even grounds for believing that informal dinner table i rcsentatlons to that effect already have i been made to the American naval j ma tic representative here The whole subject was given a tremendous fillip by Sir James Craig statement regarding the number of destroyers being built by the various Powers Ho said Great Britain was building six the United States one Italy nine and Japan eight Of submarines lie said Great Britain was,0.9628252788104088,269
896,In when we opene When we started the downward novement in prices with our 20 per ent deduction sale last May we loped that manufacturers would oin with retailers in bringing about i speedy orderly and safe deflation some did But many lesitated especially makers of nen clothing Many hings prevent a lowering of prices hey said labor high cost of mateials taxes there ca be a drop ill next Fall Yes clothing manufacturers hesiated until cancellations began comng in from retailers in all parts of he country That condition started omething It started thought for ine thing The market began to rield a little only a little Some oncessions were made Here and here special lots of clothing were ffered in a sale naturally not the est grades when makers begin to go they offer their least desirible lots first That human nature But the market showed signs of oftening Then suddenly it stiffened It is stiff now Its backbone las snapped back into place No nore concessions this year we are old All right we said to ourselves have to do what we did before go it alone To the manufacturers who have Tin rip nnr thanks and the,0.900497512437811,201
188,i an meets i nivcrsuy or orrn Ina hioh must not be confounded with h Carolina State eleven that dcoated the Navy at Annapolis last Sntirday University of North Carolina ihh had a fairly itood team for the last ew seasons but has gained no particular ootbnll fame even in Its own section of he country The game npears on the tile schedule principally because of its character The same may e said of Maryland State that faces the Hpcr eleven at Princeton As for Valparaiso which plays the at Cambridge this afternoon it teed only be said that the unlversitv ront Hoosierlard founil Itself on the ai schedule by accident When ho Cambridge football authorities earned that the Notre Dame team which tad a hard time defeating Valparaiso ast year was the freshtnan eleven tot the varsity tin effort was made to ancol the game but Valparaiso prelented strong arguments in favor of tie j mention of the date assuring Harvard f all the opposition they would care for j tnd the game was allowed to stand Ilnce then a good deal has been heard ibout the heft and skill of the Valparaiso squad this season but Valpo virunlly is untried and unsung Reports from the training ramps of he big trio have It that Yale Is malting i mess of open football and has just ibout decide 1 to place chief if not sntlre reliance on straight old fashioned Ire plunging and end running that Harvard Is worried over its ends nnd Is ooking for a reliable quarterback that Princeton barkflcld is strong very trong but that Its line is weak woful y weak All of which may be true but It is still too early In the season to rate accurate the strong points nnd the weaknesses and the coaches have plenty f time to get In their good work before the Important games arrive Where Interest Centres The attention of those who are beginning to figure on the likely contenders for the Eastern football championship will be divided between the Dart nn State contest at State,0.9,350
671,SALESWOMEN f experience and ability for ABRAHAM AND BTRAUB FULTON STREET BROOKLYN Apply at EMPLOYMENT OFFICE CENTRAL BUILDING SUBWAY FLOOR 1 J SALESWOMEN Wanted Immediately several experienced saleswomen for cloaks suits and gowns Win Davlee A Co 953 nth aV STENOGRAPHER wanted Immediately Christian young lady i age about 21 one who understands clerical work preferred Win Davles A 5X3 Oth IT 1 STENOGRAPHER largo real estate office bright quick active with knowledge of the business preferred atate age experience and reasonable salary required I A 307 Herald Herald sg STENOGRAPHERS Christian several stenographers for large office Address by let ter stating age experience salary Steho 20o 23d BTENOGRAPHER Good opening for one above the average state age nationality I experience and salary desired Box 2 SO IMth STENOGRAPHER Competent young woman with publication experience as manager assistant Write fully state salary L GOO Herald 280 Broadway BTENOGRAPHER immediately with clerical knowledge preferred permanent Call 200 Sth av room 1210 ft to 12 STENOGRAPHER beginner Christian preferred good opportunity salary 912 Ap l after 10 room 1300 211 BTENOGRAPHER thorough oxperieneed for a Christian house state experience and salary desired O 733 Herald 280,0.9072164948453608,194
283,Returns 110 Yearly 1 550 Returns 55 Yearly 220 Returns 22 Yearly Invested in Eitablished FinanciaJ Institution Enjoying unusual confidence Well protected by stringent State Banking Law Lending money on good security on the safest basis known to bankers widely distributed small loans Under strong management with an enviable record of proved value An opportunity to share In at least of the substantial profits Yielding a total of 11 to the bondholders nou and for several pears past and growing ttoadlly with the solid expansion of its loan service in many states A combination of every one of the elements of security demanded by the most ronserva,0.9532710280373832,107
259,PubB ofjNJ Mor 1922 87 14 jw Co lURnlufcTbt o 1W2 BOA R btiareKotibuck 7 15 21 87 88 Co bearaKoebuck 7 63 Bo 4 lit SeareHocbuck 7 B 4 85 H Co Sinclair H May 16 BO BO 4 Re boltay Co 8 1827 69 H 10 i Co bouthunliwy Mar 10 22 94 bouthw s April 1026 63H 94 i c 3 btl L iiLtp guar SH Lioc 15 96 96 bwiftACo 0 Auk 16 97 H 98 Cc Co 7 Oct 84 95 H ThoTejtasCo 7 Mar 1 88 1 jc 16 80 83 We tttlecCocnv 7 April 1626 0 H BOM 3 I SCKIXAN KOUS STOCKS R Bid Ask Bid Ask Amal Lth 9 25 Llrna pf 93 95 do pf 50 00 Int 811 v pf 87 82 Am Chicle 28 82 Leh V C 8 77 80 A do pf 62 05 Nat 110 Am Mf 149 153 Norton 1 pf 89 fi Am MAF 150 160 NJZ nw 155 do pf 80 85 Nwii L pf 83 88 01 A Thrd pf 3Vfc 3 4 Phelps 160 180 Am Type F 39 41 PrattAW pf 1 3 87 cc do pf 75 85 R Bk Pdr 113 A D T N J 23 35 do pf 80 93 O Atlas P O 70 80 Saf H A 63 66 Ei Uarnh Bros Sinker 152 ASpln 1 p 75 85 St L RMAP 35 42 Bor C M 85 88 Stoll Ch pf 94 98 J do pf 80 83 8 D Warren J Bush T pf 65 prpref 98 In City Invest 58 65 V Raalte Co In Celluloid 140 153 Inc 14 24 Nl Chllds 79 81 do pf 55 69 N do pf 89 92 Valvo pf 92 98 N DLAW 186 Waltt A B 93 98 Ol Drap 131 Yale A T 275 285 Ps Flsk R 1 p 80 85 PI TOBACCO STOCKS PJ Bid Bid Ask,0.8353658536585366,328
105,iz m 5s 9 M J IM 34 57 12 Mid 29 37 Highest temperature at 2 Lowest temperature at 10 1 Average temperature 3fl EVENTS A patriotic meeting will be held under ths auspices of the New York chapter of the Amerli an Red Cross the Sons or the Amcrlt an Revolution and other patriotic societies to commemorate the centenary of the birth of Florence Nightingale Bcdloo Island There will he an Informal reunion of tho Division under the ate p r of the Infantry Post of the Amurti an Legion Regiment Armory Park avenue and street this evening Gilbert Pearson will speak at a meeting of the New Bird and Tree Cluh American Museum of Natural History street and Central Park West 3 The opening meeting of tho campaign of John College Brooklyn will be hi Id In the Aiadciny of Music Brooklyn The Thirteen Club dinner nnd danre Little Hunpary 237 East street P M Pershing Club dance Hotel McAlpln 9 The Women Democratic Club will give a luncheon to Miss Marbury In ths Hotel Commodore 1 Infanta Relief Society benefit entrrtalnm nt and danee LIU more Hotel this evening Tronltal Aouatle Plants lerture h n,0.8743718592964824,199
769,I Department when water was irip pumped through it last Oc tober was due to friction caused by the water igniting loose woven cotton jackets in the opinion of Augustus Gill of the Massachusetts Institute of Technology Gill made an investigation and announced the result Additional experiments are to be conducted in an effort to determine in what 1 manner excessive friction could be caused by water r should trade barriers be erected by other council members in the countries they are administering as a sacred trust for civilization lllockudeN Nut Settled The row over how far to go in the enforcement of economic blockades has resulted in consequence of the Inability to obtain unanimity in the whole matter coins over to the next Assemblr the,0.9682539682539684,126
957,Fort Norfolk PALERMO Oct 27 Sallod str Greldon Brl Newport News PEHIM Nov 3 Arrived tr City of Agra Hr Montreal P10MUINO Oct 28 Sailed str Trcvarrack llr Norfolk PORT PK POTJC Oct 27 Hailed str Murlstan Br Philadelphia POUT L1MON Oct 31 4 PM Sailed str San lit Boston PORT SAID Nov 2 Arrived atr Ohloan Norfolk Sailed 2Sth str Aytoerlo Br from ifr for Boston and New York QUEBEC Nov str Empress of France Br Liverpool RIO JANEIRO Oct 20 Arrived str est Jeffrey Buenos Aires for Boston HOTTER DAM 80 Arrived sirs Innerton Br Bsltlmore Nov I Arno Mendl Bp do Aldrharan 8w db Sailed Oct atrs Innoko New York Nov 1 Slretul Rouni Norfolk 2d Clarl Mills Galveston Elblng Br Hampton CRUZ Oct 28 Arrived str NewI port 1 IsIhofi for San Francisco j SHANGHAI Oct Balled str Melville Dollar Vancouver Arrived 28th str Melville Dollar Hour Kent SINGAPORE On 31 Arrived Mrs Clear,0.8037974683544304,158
