Date,Number of dates,length
1905-11-15,44,39788
1905-11-16,66,27014
1905-11-17,37,28664
1905-11-18,80,29469
1905-11-19,64,26588
1905-11-20,44,25082
1905-11-22,40,36014
1905-11-23,53,29052
1905-11-24,37,39337
1905-11-25,44,27620
1905-11-26,33,25059
1905-11-27,36,29957
1905-11-28,51,30283
1905-11-29,34,28430
1905-11-30,51,38273
1905-12-01,62,28334
1905-12-02,53,28099
1905-12-03,87,22979
1905-12-04,42,25845
1905-12-05,57,29595
1905-12-06,77,40068
1905-12-07,72,29297
1905-12-08,62,37971
1905-12-09,70,29373
1905-12-10,92,24263
1905-12-11,1,292
1905-12-12,51,29558
1905-12-13,44,36494
1905-12-14,45,27780
1905-12-15,41,41113
1905-12-16,21,28822
1905-12-17,49,29109
1905-12-18,32,26436
1905-12-22,57,29219
1905-12-23,35,28078
1905-12-24,59,27358
1905-12-25,86,25652
1905-12-26,25,27883
1905-12-27,50,28979
1905-12-28,64,28292
1905-12-29,41,29006
1905-12-30,57,24313
1905-12-31,49,27400
1906-01-01,30,26968
1906-01-02,50,28833
1906-01-03,44,27463
1906-01-04,43,29541
1906-01-05,41,28281
1906-01-06,60,29615
1906-01-07,36,24016
1906-01-08,30,25475
1906-01-09,28,28720
1906-01-10,64,36331
1906-01-11,67,28673
1906-01-12,26,29477
1906-01-13,59,24047
1906-01-14,28,25069
1906-01-15,86,25335
1906-01-16,65,27427
1906-01-17,44,24936
1906-01-18,79,37758
1906-01-19,25,28527
1906-01-20,34,28412
1906-01-21,50,21684
1906-01-22,49,27619
1906-01-23,37,29578
1906-01-24,49,36109
1906-01-25,56,28866
1906-01-26,34,29718
1906-01-27,53,29760
1906-01-28,52,21262
1906-01-29,41,26187
1906-01-30,41,27940
1906-01-31,33,37044
1906-02-01,70,28678
1906-02-02,48,28564
1906-02-03,30,27837
1906-02-04,73,26379
1906-02-05,54,26725
1906-02-06,39,27722
1906-02-07,59,35557
1906-02-08,52,28719
1906-02-09,50,28952
1906-02-10,40,29512
1906-02-11,67,22370
1906-02-12,33,25686
1906-02-13,66,27407
1906-02-14,49,36497
1906-02-15,47,27359
1906-02-16,60,27461
1906-02-17,30,29424
1906-02-18,69,26178
1906-02-19,36,26139
1906-02-20,27,29373
1906-02-21,21,35040
1906-02-22,32,28767
1906-02-23,41,29479
1906-02-24,54,29097
1906-02-25,62,25900
1906-02-26,25,26997
1906-02-27,60,30021
1906-02-28,47,36244
1906-03-01,59,29163
1906-03-02,42,27947
1906-03-03,58,28186
1906-03-04,39,31088
1906-03-05,40,27062
1906-03-06,38,29014
1906-03-07,66,34933
1906-03-08,47,29047
1906-03-09,51,28783
1906-03-10,30,28737
1906-03-11,94,27657
1906-03-12,37,27063
1906-03-13,64,24979
1906-03-14,59,34893
1906-03-15,67,28536
1906-03-16,62,40046
1906-03-17,61,29195
1906-03-18,18,11220
1906-03-19,43,25798
1906-03-20,39,28686
1906-03-21,60,35333
1906-03-22,51,26980
1906-03-23,68,28428
1906-03-24,50,29336
1906-03-25,47,30446
1906-03-26,42,26989
1906-03-27,49,26835
1906-03-31,33,28399
1906-04-01,57,24276
1906-04-02,57,25588
1906-04-03,53,28244
1906-04-04,64,36123
1906-04-05,45,30250
1906-04-06,33,29318
1906-04-07,62,28960
1906-04-08,24,35121
1906-04-09,40,30880
1906-04-10,63,27760
1906-04-11,33,36060
1906-04-12,95,26446
1906-04-13,23,29173
1906-04-14,63,28853
1906-04-15,70,25559
1906-04-16,28,27150
1906-04-17,51,29309
1906-04-18,49,26354
1906-04-19,46,28855
1906-04-20,32,9343
1906-04-21,21,28160
1906-04-22,68,23641
1906-04-23,28,27285
1906-04-24,47,30040
1906-04-25,44,36419
1906-04-26,52,29864
1906-04-27,80,29659
1906-04-28,63,29758
1906-04-29,73,23892
1906-04-30,59,38360
1906-05-01,58,29514
1906-05-02,52,35511
1906-05-03,104,28623
1906-05-04,69,28222
1906-05-05,40,28925
1906-05-06,50,22343
1906-05-07,43,27593
1906-05-08,34,23510
1906-05-09,65,37674
1906-05-10,87,29565
1906-05-11,55,29849
1906-05-12,38,30568
1906-05-13,113,23879
1906-05-14,44,27301
1906-05-15,40,30057
1906-05-16,31,26474
1906-05-17,62,30241
1906-05-18,58,28864
1906-05-19,25,29340
1906-05-20,63,25783
1906-05-21,43,23497
1906-05-22,38,29452
1906-05-23,34,28735
1906-05-24,63,27135
1906-05-25,31,28590
1906-05-26,70,29987
1906-05-27,13,10899
1906-05-28,33,26567
1906-05-29,34,29896
1906-05-30,49,27537
1906-05-31,64,38876
1906-06-01,51,28360
1906-06-02,39,29208
1906-06-03,107,26527
1906-06-04,51,29744
1906-06-05,30,29604
1906-06-06,46,28612
1906-06-07,56,25366
1906-06-08,54,27636
1906-06-09,46,28487
1906-06-10,71,24245
1906-06-11,34,27388
1906-06-12,51,26579
1906-06-13,51,37604
1906-06-14,81,26620
1906-06-15,53,29844
1906-06-16,72,26155
1906-06-17,64,27453
1906-06-18,33,25721
1906-06-19,46,29338
1906-06-20,57,34593
1906-06-21,46,24435
1906-06-22,50,29298
1906-06-23,60,28996
1906-06-24,28,26717
1906-06-25,46,29228
1906-06-26,41,29365
1906-06-27,56,37000
1906-06-28,39,29505
1906-06-29,53,29160
1906-06-30,44,29705
1906-07-01,51,26389
1906-07-02,40,29977
1906-07-06,35,29847
1906-07-07,37,29898
1906-07-08,58,27950
1906-07-09,17,28995
1906-07-10,60,29962
1906-07-11,29,29288
1906-07-12,10,11140
1906-07-13,101,39449
1906-07-14,57,29408
1906-07-15,53,25381
1906-07-16,49,28120
1906-07-17,38,29180
1906-07-18,26,28746
1906-07-19,70,29149
1906-07-20,6,10960
1906-07-21,44,28433
1906-07-22,56,27151
1906-07-23,38,29920
1906-07-24,92,29688
1906-07-25,25,28633
1906-07-26,76,29692
1906-07-27,54,29224
1906-07-28,72,29835
1906-07-29,36,26003
1906-07-30,43,30187
1906-07-31,45,29801
1906-08-01,50,29240
1906-08-02,28,30851
1906-08-03,38,30039
1906-08-04,47,29691
1906-08-05,48,26171
1906-08-06,50,29697
1906-08-07,31,29342
1906-08-08,48,29320
1906-08-09,57,29308
1906-08-10,44,29817
1906-08-11,67,30595
1906-08-12,71,26293
1906-08-13,55,30133
1906-08-14,52,28745
1906-08-15,44,28231
1906-08-16,36,29329
1906-08-17,37,30419
1906-08-18,64,29403
1906-08-19,60,27195
1906-08-20,54,31539
1906-08-21,61,30764
1906-08-22,60,29625
1906-08-23,25,29397
1906-08-24,66,29955
1906-08-25,48,30013
1906-08-26,40,28235
1906-08-27,38,30174
1906-08-28,65,29730
1906-08-29,54,29903
1906-08-30,45,28775
1906-08-31,29,30439
1906-09-01,47,29921
1906-09-02,72,26720
1906-09-03,32,30796
1906-09-04,45,30116
1906-09-05,50,28794
1906-09-06,42,29598
1906-09-07,47,29729
1906-09-08,59,30790
1906-09-09,55,26820
1906-09-10,51,30574
1906-09-11,49,29987
1906-09-12,56,28640
1906-09-13,70,28545
1906-09-14,49,29309
1906-09-15,57,29427
1906-09-16,40,23420
1906-09-17,39,28367
1906-09-18,50,30110
1906-09-19,40,29264
1906-09-20,72,30156
1906-09-21,63,27582
1906-09-22,62,28891
1906-09-23,43,26673
1906-09-24,31,29861
1906-09-25,56,29630
1906-09-26,47,29147
1906-09-27,65,28434
1906-09-28,41,29537
1906-09-29,81,27079
1906-09-30,36,31553
1906-10-01,28,29595
1906-10-02,59,28385
1906-10-03,58,28404
1906-10-04,43,27247
1906-10-05,95,29436
1906-10-06,61,28924
1906-10-07,55,26004
1906-10-11,50,25380
1906-10-12,50,28036
1906-10-13,64,27159
1906-10-14,28,25931
1906-10-15,53,30352
1906-10-16,40,30637
1906-10-17,55,27804
1906-10-18,60,27811
1906-10-19,54,29668
1906-10-20,48,29512
1906-10-21,32,22795
1906-10-22,32,30402
1906-10-23,42,29130
1906-10-24,48,27934
1906-10-25,86,28307
1906-10-26,37,30067
1906-10-27,67,29907
1906-10-28,83,28495
1906-10-29,40,28186
1906-10-30,54,31614
1906-10-31,30,26964
1906-11-01,109,28453
1906-11-02,44,26759
1906-11-03,55,29070
1906-11-04,67,26431
1906-11-05,41,26948
1906-11-06,70,31285
1906-11-07,47,29078
1906-11-08,58,28111
1906-11-09,49,27537
1906-11-10,44,29168
1906-11-11,18,25283
1906-11-12,45,29288
1906-11-13,56,30098
1906-11-14,63,29160
1906-11-15,79,30138
1906-11-16,63,28840
1906-11-17,42,27808
1906-11-18,45,24328
1906-11-19,32,29192
1906-11-20,79,30739
1906-11-21,31,36719
1906-11-22,51,27809
1906-11-23,38,29231
1906-11-24,66,29575
1906-11-25,82,26147
1906-11-26,50,27500
1906-11-27,36,29822
1906-11-28,32,39267
1906-11-29,42,29312
1906-11-30,5,6704
1906-12-01,30,28871
1906-12-02,74,25649
1906-12-03,49,26539
1906-12-04,64,28974
1906-12-05,42,27788
1906-12-06,55,26382
1906-12-07,48,38744
1906-12-08,68,27505
1906-12-09,71,33941
1906-12-10,51,27340
1906-12-11,31,39405
1906-12-12,54,38339
1906-12-13,74,26406
1906-12-14,74,36379
1906-12-15,37,26743
1906-12-16,41,35393
1906-12-17,27,27901
1906-12-18,62,38256
1906-12-19,45,28319
1906-12-20,50,26345
1906-12-21,33,30627
1906-12-22,53,27716
1906-12-23,38,29657
1906-12-24,27,26070
1906-12-25,73,28749
1906-12-26,41,27964
1906-12-27,39,28444
1906-12-28,59,25974
1906-12-29,49,27008
1906-12-30,29,25631
1906-12-31,56,29992
1907-01-01,48,28126
1907-01-02,37,25810
1907-01-03,62,25916
1907-01-04,79,29437
1907-01-05,44,26480
1907-01-06,35,25392
1907-01-07,32,26662
1907-01-08,62,28849
1907-01-09,58,28741
1907-01-10,66,27163
1907-01-11,62,29028
1907-01-12,60,27924
1907-01-16,76,28034
1907-01-17,60,28783
1907-01-18,72,38143
1907-01-19,57,27032
1907-01-20,47,35734
1907-01-21,41,27066
1907-01-22,97,28346
1907-01-23,24,28292
1907-01-24,37,26899
1907-01-25,47,29054
1907-01-26,49,27781
1907-01-27,51,33656
1907-01-28,64,27281
1907-01-29,39,29386
1907-01-30,43,37815
1907-01-31,54,29891
1907-02-01,63,27381
1907-02-02,43,29611
1907-02-03,48,26153
1907-02-04,62,27628
1907-02-05,38,30029
1907-02-06,41,28961
1907-02-07,41,29178
1907-02-08,32,39791
1907-02-09,69,28729
1907-02-10,48,29403
1907-02-11,38,25871
1907-02-12,58,28529
1907-02-13,49,27911
1907-02-14,46,28267
1907-02-15,73,25962
1907-02-16,78,28703
1907-02-17,49,25048
1907-02-18,56,25690
1907-02-19,64,29444
1907-02-20,51,27963
1907-02-21,30,29561
1907-02-22,52,29323
1907-02-23,36,28162
1907-02-24,54,28147
1907-02-25,58,26303
1907-02-26,48,28229
1907-02-27,42,27834
1907-02-28,47,27498
1907-03-01,66,38520
1907-03-03,78,23626
1907-03-04,33,26899
1907-03-05,35,28548
1907-03-06,59,35942
1907-03-07,40,29612
1907-03-08,60,27572
1907-03-09,66,27941
1907-03-10,43,24118
1907-03-11,35,28870
1907-03-12,74,29112
1907-03-13,62,38145
1907-03-14,37,27201
1907-03-15,50,27062
1907-03-16,55,27019
1907-03-17,23,35830
1907-03-18,59,26548
1907-03-19,47,28145
1907-03-20,50,39871
1907-03-22,48,37024
1907-03-23,43,28135
1907-03-24,53,26794
1907-03-25,41,26344
1907-03-26,36,38729
1907-03-27,45,27178
1907-03-28,48,25448
1907-03-29,64,30102
1907-03-30,71,28816
1907-03-31,83,28979
1907-04-01,34,27485
1907-04-02,33,28115
1907-04-03,45,27952
1907-04-04,51,29049
1907-04-05,39,28453
1907-04-06,54,27938
1907-04-07,69,27699
1907-04-08,69,27914
1907-04-09,40,39220
1907-04-10,46,28429
1907-04-11,56,27813
1907-04-12,48,39066
1907-04-13,56,28794
1907-04-14,46,28753
1907-04-15,33,26567
1907-04-16,30,29643
1907-04-17,35,36436
1907-04-18,46,27284
1907-04-19,41,37330
1907-04-20,53,28543
1907-04-21,59,25429
1907-04-22,49,26741
1907-04-23,68,36434
1907-04-27,33,29417
1907-04-28,41,25364
1907-04-29,42,28054
1907-04-30,60,40745
1907-05-01,64,37624
1907-05-02,78,26778
1907-05-03,67,29020
1907-05-04,72,29504
1907-05-05,61,26747
1907-05-06,41,27031
1907-05-07,37,22536
1907-05-08,44,37046
1907-05-09,40,29225
1907-05-10,38,27964
1907-05-11,62,28379
1907-05-12,67,29355
1907-05-13,73,27845
1907-05-14,39,39323
1907-05-15,55,36530
1907-05-16,59,27872
1907-05-17,67,29320
1907-05-18,32,28025
1907-05-19,56,28784
1907-05-20,56,27083
1907-05-21,49,29949
1907-05-22,43,38953
1907-05-23,62,28027
1907-05-24,67,34609
1907-05-25,40,28760
1907-05-26,26,38639
1907-05-27,59,28020
1907-05-28,50,30699
1907-05-29,37,37235
1907-05-30,48,27139
1907-05-31,42,40200
1907-06-01,42,29000
1907-06-02,57,37388
1907-06-03,33,27621
1907-06-04,28,30801
1907-06-05,42,36831
1907-06-06,42,39726
1907-06-07,55,30100
1907-06-08,57,30012
1907-06-09,62,28947
1907-06-10,39,27425
1907-06-11,44,29893
1907-06-12,63,28014
1907-06-13,64,29610
1907-06-14,63,41878
1907-06-15,35,29329
1907-06-16,62,37263
1907-06-17,41,27174
1907-06-18,72,29785
1907-06-19,43,38266
1907-06-20,73,29560
1907-06-21,32,30105
1907-06-22,77,29207
1907-06-23,41,27580
1907-06-24,50,29492
1907-06-25,69,29557
1907-06-27,37,29354
1907-06-28,70,41595
1907-06-29,35,30803
1907-06-30,69,28272
1907-07-01,44,29103
1907-07-02,63,27580
1907-07-03,42,38188
1907-07-04,45,28693
1907-07-05,39,29561
1907-07-06,29,29554
1907-07-07,37,27168
1907-07-08,22,27199
1907-07-09,109,28542
1907-07-10,45,26454
1907-07-11,113,29326
1907-07-12,72,29856
1907-07-13,51,30030
1907-07-14,34,29334
1907-07-15,52,26812
1907-07-16,50,28562
1907-07-17,58,27099
1907-07-18,34,28735
1907-07-19,48,30133
1907-07-20,49,29156
1907-07-21,41,29090
1907-07-22,44,26821
1907-07-23,109,29184
1907-07-24,74,29212
1907-07-25,47,27442
1907-07-26,25,29874
1907-07-27,39,29634
1907-07-28,43,28057
1907-07-29,47,27176
1907-07-30,47,28686
1907-07-31,48,27682
1907-08-01,48,29743
1907-08-02,57,29523
1907-08-03,46,29231
1907-08-04,23,28645
1907-08-06,46,30522
1907-08-07,41,27448
1907-08-08,71,31197
1907-08-09,80,30890
1907-08-10,75,29981
1907-08-11,54,29513
1907-08-12,37,27394
1907-08-14,55,27576
1907-08-15,53,29542
1907-08-20,53,27136
1907-08-21,36,27338
1907-09-06,43,29069
1907-09-24,46,29491
1907-09-25,63,25488
1907-10-21,11,4054
1907-11-08,29,28491
1907-11-09,31,28428
1907-12-24,66,29444
1907-12-25,96,26503
1907-12-26,59,26113
1907-12-27,54,26998
1907-12-28,35,27063
1907-12-29,60,26116
1907-12-30,33,25521
1907-12-31,56,28026
1908-01-01,60,26679
1908-01-02,49,28135
1908-01-03,42,28173
1908-01-04,57,27043
1908-01-05,56,25253
1908-01-06,65,26114
1908-01-07,38,28902
1908-01-08,42,26651
1908-01-09,51,26456
1908-01-10,59,26808
1908-01-11,55,29112
1908-01-12,86,29494
1908-01-13,34,27165
1908-01-14,69,28936
1908-01-15,42,33735
1908-01-16,60,27104
1908-01-17,37,37551
1908-01-18,43,26034
1908-01-19,49,34730
1908-01-20,71,26861
1908-01-21,70,27336
1908-01-22,52,23801
1908-01-23,57,27206
1908-01-25,47,25543
1908-01-26,58,26528
1908-01-27,52,26826
1908-01-28,51,27195
1908-01-29,27,35486
1908-01-30,77,28516
1908-01-31,37,26701
1908-02-01,59,28091
1908-02-02,62,39091
1908-02-03,54,26398
1908-02-04,45,26596
1908-02-05,49,36783
1908-02-06,46,26985
1908-02-07,55,37410
1908-02-08,49,27706
1908-02-09,72,27858
1908-02-10,33,25910
1908-02-11,72,28337
1908-02-12,51,26450
1908-02-13,72,26400
1908-02-14,51,26389
1908-02-15,49,27664
1908-02-16,58,25899
1908-02-17,48,26934
1908-02-18,43,27913
1908-02-19,68,37493
1908-02-20,45,27723
1908-02-21,42,40066
1908-02-22,71,27427
1908-02-23,65,26238
1908-02-24,47,25669
1908-02-25,49,28326
1908-02-26,56,24563
1908-02-27,65,28655
1908-02-28,73,38477
1908-02-29,51,28519
1908-03-01,56,38591
1908-03-02,43,26883
1908-03-03,65,27468
1908-03-04,55,24204
1908-03-05,48,28071
1908-03-06,40,28597
1908-03-07,48,26145
1908-03-08,83,33095
1908-03-09,41,27184
1908-03-10,60,29969
1908-03-11,40,24947
1908-03-12,67,30085
1908-03-13,42,38038
1908-03-14,26,29781
1908-03-15,61,28324
1908-03-16,43,26274
1908-03-17,59,29424
1908-03-18,33,26909
1908-03-19,53,28507
1908-03-20,47,37901
1908-03-21,65,28181
1908-03-22,64,27412
1908-03-23,55,27756
1908-03-24,49,29450
1908-03-25,54,37991
1908-03-26,58,27460
1908-03-27,59,37447
1908-03-28,55,28657
1908-03-29,50,25048
1908-03-30,58,27435
1908-03-31,40,29239
1908-04-01,47,28644
1908-04-02,56,27127
1908-04-03,45,37855
1908-04-04,51,29031
1908-04-05,52,35030
1908-04-06,49,26851
1908-04-07,36,30111
1908-04-08,46,28707
1908-04-09,68,26698
1908-04-10,19,2388
1908-04-11,44,28816
1908-04-12,54,38057
1908-04-13,43,26434
1908-04-14,25,38553
1908-04-15,65,28307
1908-04-16,53,25053
1908-04-17,38,38080
1908-04-18,44,29133
1908-04-19,88,28323
1908-04-20,54,26785
1908-04-21,62,26819
1908-04-22,50,25320
1908-04-23,79,28160
1908-04-24,68,35639
1908-04-25,40,26619
1908-04-26,54,25584
1908-04-27,27,26874
1908-04-28,77,28984
1908-04-29,58,35374
1908-04-30,48,41519
1908-05-01,56,27463
1908-05-02,57,25668
1908-05-03,54,26550
1908-05-04,46,24626
1908-05-05,65,28998
1908-05-06,41,27622
1908-05-07,25,35289
1908-05-08,52,29095
1908-05-09,55,27017
1908-05-10,65,26625
1908-05-11,34,26285
1908-05-12,33,27607
1908-05-13,48,26563
1908-05-14,50,36593
1908-05-15,49,26561
1908-05-16,45,27537
1908-05-17,39,27509
1908-05-18,75,28856
1908-05-19,67,25731
1908-05-20,24,36410
1908-05-21,61,28795
1908-05-22,41,38431
1908-05-23,40,27933
1908-05-24,61,25828
1908-05-25,28,23996
1908-05-26,48,38246
1908-05-27,31,35463
1908-05-28,43,39609
1908-05-29,13,2215
1908-05-30,53,29146
1908-05-31,87,37155
1908-06-01,67,26746
1908-06-02,40,27843
1908-06-03,26,27132
1908-06-04,64,26549
1908-06-05,44,38336
1908-06-06,51,27548
1908-06-07,44,28308
1908-06-08,23,25972
1908-06-09,58,27654
1908-06-10,56,24277
1908-06-11,52,28243
1908-06-12,49,36430
1908-06-13,43,26472
1908-06-14,43,25042
1908-06-15,49,27305
1908-06-16,51,28137
1908-06-17,52,37212
1908-06-18,49,27933
1908-06-19,39,27833
1908-06-20,49,35866
1908-06-21,41,27398
1908-06-22,41,25431
1908-06-23,61,26965
1908-06-24,33,25849
1908-06-25,38,28015
1908-06-26,30,28943
1908-06-27,32,26498
1908-06-28,53,25872
1908-06-29,52,24756
1908-06-30,32,27492
1908-07-01,35,28361
1908-07-02,38,24469
1908-07-03,38,25799
1908-07-04,19,25435
1908-07-05,66,27279
1908-07-06,44,24671
1908-07-07,41,26904
1908-07-08,25,36821
1908-07-09,92,27231
1908-07-10,49,27545
1908-07-11,57,28218
1908-07-12,67,28124
1908-07-13,44,25735
1908-07-14,108,28023
1908-07-15,44,24683
1908-07-16,106,28580
1908-07-17,27,26472
1908-07-18,41,27716
1908-07-19,55,24613
1908-07-20,15,26120
1908-07-21,25,28246
1908-07-22,36,25386
1908-07-23,68,28779
1908-07-24,65,28239
1908-07-25,31,28727
1908-07-26,47,28378
1908-07-27,41,26824
1908-07-28,57,28565
1908-07-29,30,28655
1908-07-30,75,26226
1908-07-31,46,27170
1908-08-01,37,28759
1908-08-02,39,27989
1908-08-03,43,24900
1908-08-04,40,26988
1908-08-05,26,24528
1908-08-06,47,28230
1908-08-07,54,27153
1908-08-08,42,29016
1908-08-09,38,29017
1908-08-10,51,27918
1908-08-11,40,30098
1908-08-12,42,26391
1908-08-13,50,29407
1908-08-14,57,29303
1908-08-15,83,28857
1908-08-16,87,27484
1908-08-17,44,31249
1908-08-18,50,29716
1908-08-19,53,25276
1908-08-20,51,28851
1908-08-21,34,28129
1908-08-22,43,29899
1908-08-23,72,29120
1908-08-24,56,27470
1908-08-25,43,29112
1908-08-26,57,25968
1908-08-27,31,29160
1908-08-28,67,27893
1908-08-29,38,29490
1908-08-30,54,29018
1908-08-31,40,28157
1908-09-01,44,28856
1908-09-02,41,25931
1908-09-03,42,26896
1908-09-04,57,27958
1908-09-05,62,29886
1908-09-06,52,29188
1908-09-07,45,26562
1908-09-08,50,29988
1908-09-09,42,26317
1908-09-10,64,29554
1908-09-11,34,27927
1908-09-12,37,29883
1908-09-13,52,26284
1908-09-14,50,27528
1908-09-15,42,28936
1908-09-16,40,25746
1908-09-17,55,29040
1908-09-18,50,27586
1908-09-19,53,28314
1908-09-20,55,24684
1908-09-21,31,27343
1908-09-22,51,28730
1908-09-23,28,24934
1908-09-24,47,29742
1908-09-25,35,29345
1908-09-26,60,27463
1908-09-27,54,26156
1908-09-28,45,27538
1908-09-29,26,29354
1908-09-30,42,24770
1908-10-01,74,27554
1908-10-02,46,27677
1908-10-03,39,26101
1908-10-04,53,32678
1908-10-05,33,25834
1908-10-06,62,29496
1908-10-07,61,26105
1908-10-08,37,35208
1908-10-09,58,28114
1908-10-10,71,37260
1908-10-11,41,27563
1908-10-12,50,26245
1908-10-13,61,29145
1908-10-14,32,33693
1908-10-15,52,29944
1908-10-16,52,28402
1908-10-17,112,38057
1908-10-18,50,28587
1908-10-19,27,27615
1908-10-20,44,28567
1908-10-21,33,35365
1908-10-22,51,30048
1908-10-23,56,27200
1908-10-24,62,38606
1908-10-25,43,24967
1908-10-26,35,27065
1908-10-27,46,28118
1908-10-28,41,25505
1908-10-29,66,39534
1908-10-30,24,29293
1908-10-31,57,29293
1908-11-01,35,27879
1908-11-02,34,26252
1908-11-03,54,28023
1908-11-04,36,24301
1908-11-05,42,38386
1908-11-06,47,26849
1908-11-07,27,37588
1908-11-08,44,25749
1908-11-09,42,29449
1908-11-10,53,25578
1908-11-11,76,35459
1908-11-12,52,37377
1908-11-13,46,37885
1908-11-14,59,29198
1908-11-15,49,27216
1908-11-16,46,25502
1908-11-17,35,28381
1908-11-18,44,34176
1908-11-19,50,29180
1908-11-20,49,35158
1908-11-21,39,26099
1908-11-22,52,23773
1908-11-23,49,24499
1908-11-24,38,38208
1908-11-25,71,33595
1908-11-26,66,39557
1908-11-27,45,27617
1908-11-28,39,36638
1908-11-29,74,32048
1908-11-30,22,24910
1908-12-01,41,27085
1908-12-02,42,22521
1908-12-03,65,39339
1908-12-04,35,37078
1908-12-05,29,27695
1908-12-06,31,36547
1908-12-07,48,25709
1908-12-08,50,26965
1908-12-09,50,28226
1908-12-10,58,35675
1908-12-11,58,36230
1908-12-12,69,25726
1908-12-13,64,36021
1908-12-14,43,26223
1908-12-15,48,26771
1908-12-16,16,34802
1908-12-17,68,38473
1908-12-18,40,35992
1908-12-19,41,38404
1908-12-20,60,28874
1908-12-21,70,27233
1908-12-23,29,24800
1908-12-24,37,39146
1908-12-25,72,28275
1908-12-26,43,26723
1908-12-27,84,28965
1908-12-28,40,27439
1908-12-29,58,28111
1908-12-30,79,34845
1908-12-31,32,38493
1909-01-01,39,29410
1909-01-02,25,28034
1909-01-03,49,26652
1909-01-04,41,25371
1909-01-05,56,28457
1909-01-06,50,23912
1909-01-07,53,38490
1909-01-08,48,28109
1909-01-09,48,28900
1909-01-10,55,27270
1909-01-11,43,27177
1909-01-12,36,28183
1909-01-13,20,38366
1909-01-14,50,28861
1909-01-15,69,27735
1909-01-16,32,37134
1909-01-17,97,23395
1909-01-18,32,25915
1909-01-19,28,36049
1909-01-20,55,28094
1909-01-21,103,38493
1909-01-22,46,27851
1909-01-23,63,37282
1909-01-24,85,25120
1909-01-25,41,27157
1909-01-26,37,28681
1909-01-27,72,35997
1909-01-28,57,40205
1909-01-29,48,29652
1909-01-30,35,38327
1909-01-31,58,30480
1909-02-01,24,26440
1909-02-02,59,28401
1909-02-03,40,27791
1909-02-04,72,36200
1909-02-05,70,29199
1909-02-06,48,36572
1909-02-07,84,30766
1909-02-08,47,27379
1909-02-09,38,39995
1909-02-10,31,26026
1909-02-11,72,28885
1909-02-12,40,38941
1909-02-13,57,28585
1909-02-14,78,26227
1909-02-15,66,27064
1909-02-16,51,28546
1909-02-17,41,33361
1909-02-18,37,28364
1909-02-19,72,39519
1909-02-20,47,37752
1909-02-21,39,26687
1909-02-22,53,27490
1909-02-23,65,29343
1909-02-24,42,25134
1909-02-25,43,39252
1909-02-26,38,28149
1909-02-27,78,36401
1909-02-28,58,34943
1909-03-01,28,25616
1909-03-02,53,26288
1909-03-03,40,35837
1909-03-04,47,29217
1909-03-05,49,36125
1909-03-06,59,33548
1909-03-07,44,25499
1909-03-08,49,26902
1909-03-09,30,36895
1909-03-10,37,27718
1909-03-11,56,37892
1909-03-12,54,27102
1909-03-13,59,28380
1909-03-14,87,29569
1909-03-15,82,25394
1909-03-16,32,38252
1909-03-17,32,27925
1909-03-18,51,29190
1909-03-19,70,34006
1909-03-20,46,27335
1909-03-21,38,22943
1909-03-22,40,26513
1909-03-23,59,36205
1909-03-24,39,35559
1909-03-25,29,29806
1909-03-26,34,38063
1909-03-27,32,29553
1909-03-28,30,25763
1909-03-29,47,27457
1909-03-30,34,39636
1909-03-31,55,35981
1909-04-01,57,28019
1909-04-02,35,35738
1909-04-03,65,28469
1909-04-04,66,28129
1909-04-05,42,25354
1909-04-06,70,38697
1909-04-07,53,34246
1909-04-08,70,29315
1909-04-09,70,27140
1909-04-10,39,26755
1909-04-11,44,30154
1909-04-12,120,26850
1909-04-13,38,28414
1909-04-14,61,36148
1909-04-15,76,24989
1909-04-16,40,24874
1909-04-17,32,24832
1909-04-18,31,34761
1909-04-19,43,26789
1909-04-20,30,38606
1909-04-21,64,35819
1909-04-22,42,29525
1909-04-23,43,27063
1909-04-24,54,27809
1909-04-25,63,26494
1909-04-26,61,29437
1909-04-27,55,29422
1909-04-28,53,35195
1909-04-29,68,29239
1909-04-30,51,29283
1909-05-01,43,39690
1909-05-02,84,26477
1909-05-03,48,28730
1909-05-04,64,29762
1909-05-05,29,35346
1909-05-06,48,28442
1909-05-07,57,27404
1909-05-08,69,29212
1909-05-09,73,27146
1909-05-10,52,27261
1909-05-11,51,28907
1909-05-12,32,34185
1909-05-13,42,29031
1909-05-14,41,39192
1909-05-15,44,29269
1909-05-16,78,27815
1909-05-17,58,29240
1909-05-18,32,29160
1909-05-19,64,26654
1909-05-20,49,36452
1909-05-21,2,1961
1909-05-22,49,29021
1909-05-23,55,28801
1909-05-24,46,28365
1909-05-25,60,28041
1909-05-26,56,38155
1909-05-27,36,30293
1909-05-28,31,36626
1909-05-29,44,29052
1909-05-30,72,29289
1909-05-31,43,28098
1909-06-01,48,29824
1909-06-02,79,34931
1909-06-03,58,28584
1909-06-04,34,26185
1909-06-05,35,40535
1909-06-06,68,38732
1909-06-07,56,28589
1909-06-08,58,29564
1909-06-09,26,36732
1909-06-10,71,30200
1909-06-11,70,37943
1909-06-12,38,29535
1909-06-13,38,29829
1909-06-14,46,28430
1909-06-15,47,40555
1909-06-16,71,35072
1909-06-17,53,38661
1909-06-18,54,36431
1909-06-19,50,28409
